Frequency,Surprisingness_I,Surprisingness_II,II_Surprisingness_b, max_b_subpattern_num
16,6.4375,0,1,0
2,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
16,6.4375,0,1,0
9,6.4375,0,1,0
9,6.4375,0,1,0
9,6.4375,0,1,0
9,6.4375,0,1,0
9,6.4375,0,1,0
9,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
16,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
2,6.4375,0,1,0
