Frequency,Surprisingness_I,Surprisingness_II,II_Surprisingness_b, max_b_subpattern_num
2,49.5,0,1,0
2,49.5,0,1,0
2,49.5,0,1,0
2,32.6667,0,1,0
2,32.6667,0,1,0
2,32.6667,0,1,0
2,24.25,0,1,0
2,24.25,0,1,0
2,21.4444,0,1,0
2,21.4444,0,1,0
2,15.8333,0,1,0
2,15.8333,0,1,0
2,15.8333,0,1,0
3,11.625,0,1,0
3,11.625,0,1,0
6,11.625,0,1,0
6,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
6,11.625,0,1,0
3,11.625,0,1,0
6,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
8,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
8,11.625,0,1,0
2,11.625,0,1,0
8,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
6,11.625,0,1,0
6,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
8,11.625,0,1,0
6,11.625,0,1,0
3,11.625,0,1,0
3,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
6,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
6,11.625,0,1,0
4,11.625,0,1,0
8,11.625,0,1,0
8,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
4,11.625,0,1,0
2,11.625,0,1,0
2,11.625,0,1,0
6,11.625,0,1,0
8,11.625,0,1,0
6,11.625,0,1,0
2,11.625,0,1,0
3,11.625,0,1,0
8,11.625,0,1,0
4,11.625,0,1,0
4,9.1,0,1,0
6,9.1,0,1,0
8,9.1,0,1,0
3,9.1,0,1,0
2,9.1,0,1,0
2,9.1,0,1,0
6,9.1,0,1,0
8,9.1,0,1,0
2,9.1,0,1,0
2,9.1,0,1,0
3,9.1,0,1,0
2,9.1,0,1,0
2,9.1,0,1,0
8,9.1,0,1,0
2,7.41667,0,1,0
2,7.41667,0,1,0
2,7.41667,0,1,0
2,7.41667,0,1,0
2,7.41667,0,1,0
2,7.41667,0,1,0
2,5.73333,0,1,0
