Frequency,Surprisingness_I,Surprisingness_II,II_Surprisingness_b, max_b_subpattern_num
2,82.5,0,1,0
2,82.5,0,1,0
2,82.5,0,1,0
2,82.5,0,1,0
2,17.5556,0,1,0
2,17.5556,0,1,0
6,12.9167,0,1,0
2,12.9167,0,1,0
6,12.9167,0,1,0
2,12.9167,0,1,0
2,12.9167,0,1,0
2,11.8462,0,1,0
6,11.8462,0,1,0
6,11.8462,0,1,0
2,11.8462,0,1,0
2,11.8462,0,1,0
2,10.9286,0,1,0
6,10.9286,0,1,0
2,10.9286,0,1,0
2,10.9286,0,1,0
3,10.9286,0,1,0
2,10.9286,0,1,0
6,10.9286,0,1,0
2,10.9286,0,1,0
6,10.9286,0,1,0
2,10.9286,0,1,0
6,10.9286,0,1,0
2,10.9286,0,1,0
2,10.9286,0,1,0
2,10.9286,0,1,0
2,10.9286,0,1,0
3,10.9286,0,1,0
2,10.9286,0,1,0
3,10.9286,0,1,0
3,10.9286,0,1,0
6,10.9286,0,1,0
2,10.9286,0,1,0
6,10.9286,0,1,0
6,10.9286,0,1,0
14,10.1333,0,1,0
2,10.1333,0,1,0
6,10.1333,0,1,0
6,10.1333,0,1,0
2,10.1333,0,1,0
2,10.1333,0,1,0
2,10.1333,0,1,0
2,10.1333,0,1,0
2,10.1333,0,1,0
9,9.73571,0,1,0
4,8.54286,0,1,0
4,8.54286,0,1,0
4,8.54286,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.95238,0,1,0
2,6.42222,0,1,0
6,6.15714,0,1,0
6,6.15714,0,1,0
6,6.15714,0,1,0
6,6.15714,0,1,0
6,4.96429,0,1,0
6,4.96429,0,1,0
6,4.96429,0,1,0
6,4.96429,0,1,0
6,4.50549,0,1,0
6,4.50549,0,1,0
6,4.50549,0,1,0
6,4.50549,0,1,0
