Frequency,Surprisingness_I,Surprisingness_II,II_Surprisingness_b, max_b_subpattern_num
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,1e+09,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,4589,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,3059,0,1,0
2,1835,0,1,0
2,1835,0,1,0
2,1835,0,1,0
2,1835,0,1,0
2,1835,0,1,0
3,1529,0,1,0
3,1529,0,1,0
3,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1529,0,1,0
2,1146.5,0,1,0
2,1146.5,0,1,0
2,1146.5,0,1,0
2,1019,0,1,0
3,687.5,0,1,0
2,654.714,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,611,0,1,0
2,572.75,0,1,0
2,572.75,0,1,0
2,572.75,0,1,0
2,572.75,0,1,0
2,572.75,0,1,0
2,539,0,1,0
2,539,0,1,0
2,539,0,1,0
2,539,0,1,0
2,458,0,1,0
2,458,0,1,0
2,458,0,1,0
2,458,0,1,0
2,416.273,0,1,0
3,416.273,0,1,0
3,416.273,0,1,0
2,398.13,0,1,0
2,398.13,0,1,0
2,398.13,0,1,0
2,398.13,0,1,0
2,381.5,0,1,0
2,381.5,0,1,0
2,366.2,0,1,0
2,366.2,0,1,0
2,366.2,0,1,0
2,352.077,0,1,0
10,326.857,0,1,0
5,326.857,0,1,0
5,326.857,0,1,0
7,326.857,0,1,0
2,326.857,0,1,0
2,326.857,0,1,0
2,305,0,1,0
2,305,0,1,0
2,305,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,285.875,0,1,0
2,277.182,0,1,0
2,277.182,0,1,0
2,277.182,0,1,0
2,277.182,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
2,269,0,1,0
5,269,0,1,0
2,269,0,1,0
7,269,0,1,0
4,261.286,0,1,0
2,228.5,0,1,0
2,207.636,0,1,0
2,207.636,0,1,0
2,207.636,0,1,0
2,207.636,0,1,0
2,207.636,0,1,0
2,207.636,0,1,0
2,198.565,0,1,0
2,198.565,0,1,0
2,198.565,0,1,0
2,198.565,0,1,0
2,182.6,0,1,0
4,182.6,0,1,0
2,182.6,0,1,0
2,182.6,0,1,0
16,182.6,0,1,0
6,182.6,0,1,0
2,182.6,0,1,0
2,182.6,0,1,0
13,182.6,0,1,0
2,162.929,0,1,0
2,162.929,0,1,0
7,153.471,0,1,0
3,145.489,0,1,0
3,145.489,0,1,0
3,145.489,0,1,0
7,142.437,0,1,0
2,134,0,1,0
2,132.043,0,1,0
2,132.043,0,1,0
2,132.043,0,1,0
2,132.043,0,1,0
2,132.043,0,1,0
2,132.043,0,1,0
7,124.508,0,1,0
7,117.125,0,1,0
7,110.562,0,1,0
2,108.286,0,1,0
2,96.6596,0,1,0
2,96.6596,0,1,0
2,96.6596,0,1,0
2,96.6596,0,1,0
2,96.6596,0,1,0
2,96.6596,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,90.8,0,1,0
2,82.4546,0,1,0
2,82.4546,0,1,0
2,82.4546,0,1,0
3,72.2447,0,1,0
4,71.8571,0,1,0
2,71.2835,0,1,0
5,67.3036,0,1,0
4,66.2527,0,1,0
3,65.5217,0,1,0
3,65.5217,0,1,0
3,65.5217,0,1,0
2,65.5217,0,1,0
3,65.5217,0,1,0
3,65.5217,0,1,0
3,65.5217,0,1,0
2,65.5217,0,1,0
2,65.5217,0,1,0
2,64.5714,0,1,0
5,63.2857,0,1,0
2,62.75,0,1,0
4,62.75,0,1,0
4,62.75,0,1,0
4,61.449,0,1,0
5,59.7143,0,1,0
3,56.8571,0,1,0
2,56.375,0,1,0
2,55.6667,0,1,0
2,55.6667,0,1,0
3,53.2126,0,1,0
2,53,0,1,0
2,50,0,1,0
2,50,0,1,0
2,49.4396,0,1,0
3,48.8913,0,1,0
